path	sha256	bytes
run_hyperspatial_map_stage1b_20260803.py	317c5d642541def2e3384ec914c20067b6630dd535aecd4be880bd1a2a550bb6	20808
run_hyperspatial_map_stage1_20260803.py	6ece4008d579821799f2eea2ba0abd447b03ea470b90c96090ad6f3f5be49d12	22774
run_wemerfish_temporal_holdout.py	1d14d143af98f9196e121be98094b993b4d6ca5c8bde8a61ed447c9d71ee7635	22218
run_mouse_temporal_transport_gate.py	bc4c79548ebdbe2016df3623c95823a132d01bcd50da3cc995a93e1c0f3ae905	28657
summarize_hyperspatial_map_cross_stage_frozen_20260803.py	a3f19d5e00808bb503322e4ea8c20730e3e29ee7df026a7453b2c780e0f18b3f	35876
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/00_protocol_lock/PROTOCOL_LOCK.json	e579bf1f7e55f8223eab3513168cdcdbbff6213e2191c871371516495544bba5	2855
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/00_protocol_lock/LOCK_50p_E2_to_E1.json	f9b3518a5777e652eed211596c25f0ef3c98809a219cd1bbe612af599c0d6c8f	263
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/00_protocol_lock/LOCK_6s_E1_to_E2.json	ae1bb1f9913e4461f502b051063a222707da5639077cfa8dcdcb85c4e74e7fcc	260
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/00_protocol_lock/LOCK_50p_E1_to_E2.json	e56bffdaeaec9a8dd342b93c9ad824a5b7e01d89f71f6888b734577831ab5476	263
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/00_protocol_lock/LOCK_6s_E2_to_E1.json	550fb1fcc54b3f4550e25757c99dd02682e7ba0e8b2b689c818aebbb21152c5f	260
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_atlas_plus_local_anchor_residual.npy	26cb886af0fe6fa8c6bd1ae0680b3ba4c64ceea103e34a11b6c7b322e8eaccd3	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_registered_nearest_neighbor.npy	740982dc1c4ad5e372908e25a37e3a3e0a81349daf8fb05ca1bccc50d6a4a7d1	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_atlas_plus_global_anchor_residual.npy	7dd51fcc7711f685b9bf69fb55f8210eb427e8d96d1f8766513ede3d1a3e8b81	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_atlas_plus_local_anchor_residual.npy	362d67268c310986a700df39cf100fbf3d673b2cc208c1d4cae88d0d87b67187	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_registered_idw_k12.npy	60088900f8f81a30c5973ad38de5870cd82489494ae0b3c620f7dc2c2019c470	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_hyperspatial_map_calibrated_fusion.npy	ea9ab21698c5872c9cbb55c8345f461db4d07e0db1dd382a2509ac0a9b1f8964	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_atlas_plus_global_anchor_residual.npy	0e5efee57bb2ef1655784ae85c7c4ef5a74ff231202b5fdea514a60178dfc477	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_atlas_plus_global_anchor_residual.npy	a99edec8f2fba1b39fe815ff82cfe439f37c4b8f2a90709b778a345aaba23066	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_anchor_only_calibrated.npy	39417f48d5681580dc23826ec3bcf23b503a3fc4f2398c475eae0b1f29ab125e	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_registered_nearest_neighbor.npy	177068aa7178dbff07f16d70e1231a1d2e082b465e1133cb4ef2356e5fa62ea8	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_registered_idw_k12.npy	db00a73b3fa601647620b10cbc0698e3db1d4c3d00ffb46f90aa932fbe780585	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_anchor_only_calibrated.npy	39417f48d5681580dc23826ec3bcf23b503a3fc4f2398c475eae0b1f29ab125e	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_hyperspatial_map_calibrated_fusion.npy	9ccc77760482ff9e7cd7d2729c2e7f0bbfdeee2508e51bf0ad8efb2e7b05a11d	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed43_registered_idw_k12.npy	c876e742d9701aa954172bece70c7b872e8a316a1be78362c44e54e7738d65bb	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_registered_nearest_neighbor.npy	13cd2a181418e1454c32c8c9236eb7b9d61780a0b2bb93e032617f31a5cc4a7a	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_anchor_only_calibrated.npy	39417f48d5681580dc23826ec3bcf23b503a3fc4f2398c475eae0b1f29ab125e	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed44_hyperspatial_map_calibrated_fusion.npy	1626465e29c79bbe8d2743529b5bdfd46e75c2485286ceec46c332283dfa389f	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/6s_E2_to_E1/predictions/seed42_atlas_plus_local_anchor_residual.npy	ad005636fba192dc7fed8d27de84749b7c2758a4a17cfdd5a838d17c813ec28b	44500628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_atlas_plus_local_anchor_residual.npy	481283d5edc8543c7c5da1a4ec16f3b1b62ebde4c7346860bf56eb220071bb46	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_registered_nearest_neighbor.npy	b887001ed3e1a48318975b0b9481784a81492cb25902623365940308a1250139	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_atlas_plus_global_anchor_residual.npy	7a8c2b3a444e7f075b01271ae005e87f60e646a0f95afb5aff16d1b01c472898	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_atlas_plus_local_anchor_residual.npy	90e4e0bf5c52c159714130d100e8de3be52fc1207dbb6de1c04e873a6ee54430	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_registered_idw_k12.npy	d738086b2f512a02843dd416904074fcf8202201b56cd8a55a655291520baee0	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_hyperspatial_map_calibrated_fusion.npy	75fe92e96ec215ace7cf9156c8f9ce8e97ed5a4126d3032004795304980a2207	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_atlas_plus_global_anchor_residual.npy	e410e77d8cf334c56ddb329f361430a89689623a018b43c55281d27fb2616735	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_atlas_plus_global_anchor_residual.npy	b29e1825a62641632aabd3237d4a0621e162dba4d67ce163d78c90188780ef1c	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_anchor_only_calibrated.npy	fec0f650e267250883bbbc43effaa90bb025992745e4cd00db68647047d3fce9	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_registered_nearest_neighbor.npy	78fa7efed2bb0d05febfa7ab843e28eed37c246d40e5df0df8d01f30f915c845	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_registered_idw_k12.npy	0e850727f2364ceff99a054fabd73f10e703abaca31fb479f14f2939deb7ba37	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_anchor_only_calibrated.npy	fec0f650e267250883bbbc43effaa90bb025992745e4cd00db68647047d3fce9	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_hyperspatial_map_calibrated_fusion.npy	15f04f3f0810886ecce52a4f6402d4ee4a84f6fc3a7c49f9aa2acd068300e5e1	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed43_registered_idw_k12.npy	11c8275d8863e3eeb606b97f936a56d79744f5d41507a9c3524deb437c2ead8f	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_registered_nearest_neighbor.npy	ca2d2b931f79d46566f4b8cddd9c4b91d632e034a6357cc19704b4f8cf6533a7	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_anchor_only_calibrated.npy	fec0f650e267250883bbbc43effaa90bb025992745e4cd00db68647047d3fce9	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed44_hyperspatial_map_calibrated_fusion.npy	0f05aa496fce5d1ac54aab0965d2d5493b0bacfedf69572230e7a13eb10cb87b	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E2_to_E1/predictions/seed42_atlas_plus_local_anchor_residual.npy	5f694f0e073ccba4f96b20b3ad1e293b0210d66ed58addf0b04ecdb9a513bfb4	16923188
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E1_to_E2/predictions/seed43_atlas_plus_local_anchor_residual.npy	c9e6a1109f6c4b3d17fba8016a3100b3bff189ec8c944c897406fd6f2f3fd76c	20245628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E1_to_E2/predictions/seed43_registered_nearest_neighbor.npy	6a4e8674ca87a05140e48630959f97535b5e1be75111021cef1250a68c9fc493	20245628
results_v10/hyperspatial_map_cross_stage_frozen_20260803_151726/04_predictions/50p_E1_to_E2/predictions/seed42_atlas_plus_global_anchor_residual.npy	7638e3bf049056e00252b197bf23ed4a8d09a3c0ce534457073d0732147f0e6b	20245628
